Start Time,End Time,Sentence,Translation,Emotion
"00:22:48,000","00:22:50,000","Ja, jij bent wel goed.","Yeah, you're good.",surprise
"00:22:50,000","00:22:52,000","Ja, je was een goede stil.","Yeah, you were a good quiet.",surprise
"00:22:52,000","00:22:54,000","Ja, je was een goede stil.","Yeah, you were a good quiet.",surprise
"00:22:54,000","00:22:57,000",Maar ik u voorstellen aan meeste Frank Visser.,But I'd like you to meet most of the Frank Fishermen.,neutral
"00:22:57,000","00:22:59,000","Ja, natuurlijk ben het meeste visselen.","Yeah, of course, most of the fishes.",neutral
"00:22:59,000","00:23:01,000","Ik ben wel Frank Visser, hoor ik.",I hear I'm Frank Fisher.,neutral
"00:23:01,000","00:23:02,000","Ja, de tegenwoord.","Yeah, the counterword.",neutral
"00:23:02,000","00:23:03,000",Hallo.,Hello.,neutral
"00:23:03,000","00:23:04,000",Hallo.,Hello.,neutral
"00:23:04,000","00:23:05,000","Dit is mevrouw Oogha, woont hierboven.","This is Mrs. Oogha, lives upstairs.",neutral
"00:23:05,000","00:23:06,000",Dit is mevrouw Tony.,This is Mrs. Tony.,neutral
"00:23:06,000","00:23:07,000",Die woont hierboven.,He lives upstairs.,neutral
"00:23:07,000","00:23:08,000",Ja.,Yeah.,neutral
"00:23:08,000","00:23:10,000",En het gaat over lende over gepakeerd auto's.,And it's about... It's about... it's about... it's about... it's about... it's about... it's about... it's about... it's about... it's about cars.,neutral
"00:23:10,000","00:23:11,000",Ja.,Yeah.,neutral
"00:23:11,000","00:23:14,000",En een overnijlboel onderlingen strijdt op dit pakkeer te rijden.,And there's a bunch of bullshit between us that's been fighting this ruckus.,fear
"00:23:14,000","00:23:15,000",Oké.,Okay.,surprise
"00:23:15,000","00:23:16,000",Kan ik nog iets voor u betekenen?,Is there anything else I can do for you?,neutral
"00:23:16,000","00:23:19,000","Ja, ik wil straks ook even kijken over de camper.","Yeah, I'd like to check on the RV later.",neutral
"00:23:19,000","00:23:21,000",Dat is ook het een meten toe doen.,That's what measuring is all about.,disgust
"00:23:21,000","00:23:22,000",Is een man moed?,Is a man of courage?,neutral
"00:23:22,000","00:23:24,000","Ja, want kijk over de dier te krijgen.","Yeah, 'cause look about getting the animal.",neutral
"00:23:24,000","00:23:25,000",Ja.,Yeah.,neutral
"00:23:25,000","00:23:26,000","Ja, ik ben goed verzekerd.","Yeah, I have good insurance.",surprise
"00:23:26,000","00:23:28,000",Ik ga hem halen.,I'm gonna go get him.,neutral
"00:23:28,000","00:23:29,000","Ja, is goed.","Yeah, all right.",surprise
"00:23:29,000","00:23:30,000",Sukses.,Sucks.,happiness
"00:23:30,000","00:23:32,000",Wat doen u gaan doen?,What are you going to do?,neutral
"00:23:32,000","00:23:37,000",Ik wil precies weten hoeveel de eigen pakkeerplaats is.,I want to know exactly how much our own packing place is.,neutral
"00:23:37,000","00:23:39,000",Maar dan moeten we die auto's weg.,But then we have to get rid of those cars.,happiness
"00:23:39,000","00:23:40,000",Kunnen die auto's even weg?,Can you get those cars out of here?,neutral
"00:23:40,000","00:23:41,000","Ja, die kunnen weg.","Yeah, they can go.",neutral
"00:23:41,000","00:23:42,000",Ja.,Yeah.,neutral
"00:23:42,000","00:23:43,000",Nou.,Well.,neutral
"00:23:43,000","00:23:46,000",Het is echt een man moed.,He's really a man of courage.,surprise
"00:23:46,000","00:23:50,000","Nooit eentje het echt gezien, maar groot.","Never really seen one, but tall.",disgust
"00:23:50,000","00:23:53,000","Oh, oh.","Oh, oh.",disgust
"00:23:53,000","00:23:55,000",Institliebloeddefeuze.,Intelligian bloody nose.,fear
"00:23:55,000","00:23:56,000",Maar we gaan het fixen.,But we're gonna fix it.,neutral
"00:23:56,000","00:23:57,000",We gaan het gewoon flikt.,We're just gonna do it.,surprise
"00:23:57,000","00:23:58,000",Dat kan ik toch dit.,I can do this.,surprise
"00:23:58,000","00:23:59,000",Maar denk het u thuis.,But think about it at home.,neutral
"00:23:59,000","00:24:04,000",We hebben de landmeters gevraagd om te komen.,We've asked the surveyors to come.,neutral
"00:24:04,000","00:24:05,000","Nou, het is er één.","Well, it's one.",neutral
"00:24:05,000","00:24:06,000",Vind je dag?,Do you find day?,neutral
"00:24:06,000","00:24:07,000",Dag.,Bye.,neutral
"00:24:07,000","00:24:11,000","Ik heb je gevraagd om te komen, want in het splusingsreglement","I asked you to come, because in the splush regulations",neutral
"00:24:11,000","00:24:14,000",bijboren in de tekeningen is de eigen pakkeerplaats.,In the drawings the place of delivery is the place of delivery.,disgust
"00:24:14,000","00:24:15,000",Is getekend.,Signed.,neutral
"00:24:15,000","00:24:16,000",Dat klopt.,That's right.,surprise
"00:24:16,000","00:24:17,000",Dan kan je hem ook uitmeten.,"You can measure it, too.",neutral
"00:24:17,000","00:24:18,000",Dat klopt ook.,That's also true.,surprise
"00:24:18,000","00:24:19,000",Zou je dat voor mij kunnen doen?,Could you do that for me?,neutral
"00:24:19,000","00:24:20,000",Dat kunnen wij zeker even doen.,We can definitely do that.,surprise
"00:24:20,000","00:24:21,000",Ja.,Yeah.,neutral
"00:24:21,000","00:24:22,000","Nou, dan lopen we gewoon even iets mee.","Well, then we'll just walk along.",neutral
"00:24:22,000","00:24:23,000",Is dat inbikkelt?,Is that immaculate?,neutral
"00:24:23,000","00:24:24,000","Nee, man.","No, man.",neutral
"00:24:24,000","00:24:25,000",'re klaar voor.,Ready.,neutral
"00:24:26,000","00:24:28,000",Heel zaal je moet...,All the room you have to...,fear
"00:24:34,000","00:24:35,000",D diyko aan.,D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D-D.,neutral
"00:24:41,000","00:24:42,000",Ik tract boven van die leichte ***,I'm tractoring upstairs from that leech.,neutral
"00:24:49,000","00:24:50,000",Wireless ongeveer nu.,Wireless about now.,neutral
"00:24:50,000","00:24:52,000",Keen moet juicht kan je daar...,Keen's gotta cheer you up there...,neutral
"00:24:52,000","00:25:00,120",De handren. Niet onbelangrijk. Less 1.,The hand-running... not unimportant... lesson one.,neutral
"00:25:00,160","00:25:04,160",Ongens de tekening begint die bij de muur.,"In the absence of the drawing, it begins at the wall.",neutral
"00:25:04,200","00:25:07,320","Tegenpap is giraigend, hoor.",Against Daddy's giraffe.,neutral
"00:25:09,840","00:25:14,200",Oké. En hij enig hier?,And he loves it here?,neutral
"00:25:14,240","00:25:16,160","Precies waar die tegen is, ophouden.","Exactly what it's against, stop it.",happiness
"00:25:16,200","00:25:17,160",Dat klopt.,That's right.,surprise
"00:25:17,200","00:25:19,240",En tot hoeveel graag gegaan?,And how much would you like to go to?,neutral
"00:25:19,240","00:25:22,680",De neemfisch erop het cadastus staat een parkeervakt.,The smog on the cadastus is a parking space.,neutral
"00:25:22,720","00:25:24,320",En niet de tegels.,And not the tiles.,neutral
"00:25:24,360","00:25:26,880","Ja, maar er hoort ook een tekening bij.","Yeah, but there's also a drawing.",neutral
"00:25:26,920","00:25:28,600",En die is in het cadastrin gezever.,And he's in cadastrin bullshit.,neutral
"00:25:28,640","00:25:29,920",En die tekening.,And that drawing.,neutral
"00:25:29,960","00:25:32,920","Ja, maar dat is aan wat het stukje grond is.","Yeah, but that's what the piece of land is.",neutral
"00:25:32,960","00:25:33,720",Dat is daar.,That's right there.,neutral
"00:25:33,760","00:25:37,560",Wat exclusief eigendom is van dit appartement.,Which is exclusive to this apartment.,neutral
"00:25:37,600","00:25:39,760","Ja, maar tegelpat is geen eigendom.","Yeah, but tile pat isn't property.",fear
"00:25:39,800","00:25:41,000",Je parkeervalt...,You're falling down...,happiness
"00:25:41,040","00:25:44,360",Dat ga je kaart maken vandaag. Daar ben ik voor.,That's what you're gonna do today.,neutral
"00:25:45,440","00:25:48,960",Dus dit is eigenlijk volgens de cadastralen tekening.,So this is basically according to the cadastral drawing.,neutral
"00:25:48,960","00:25:50,480",Is dit het...,Is this it...,neutral
"00:25:50,520","00:25:53,280","Ja, dat zij dit exclusief bij het appartement behoord?","Yeah, that she belongs exclusively to the apartment?",neutral
"00:25:53,320","00:25:54,040",Dat klopt.,That's right.,surprise
"00:25:54,080","00:25:58,040","Nou, dan gaan we nu kijken of de kempel erin past.","Well, let's see if the temple fits in.",neutral
"00:25:58,080","00:25:59,080",Ja.,Yeah.,neutral
"00:25:59,120","00:26:00,600",We zijn ondemoof.,We're unmoved.,fear
"00:26:01,680","00:26:03,480",We zijn ondemoof.,We're unmoved.,fear
"00:26:07,080","00:26:08,480",Jezus is van de ding.,Jesus is from the thing.,happiness
"00:26:08,520","00:26:12,640","O, zeul groot.","Oh, bollocks big.",disgust
"00:26:12,680","00:26:13,680",Viktor.,Viktor.,neutral
"00:26:14,680","00:26:16,920",Ik zet hem even met de nooster in.,I'm gonna use the northeaster.,neutral
"00:26:16,960","00:26:17,960",Viktor.,Viktor.,neutral
"00:26:18,000","00:26:20,200",Ik zet hem even met de nooster in.,I'm gonna use the northeaster.,neutral
"00:26:20,240","00:26:21,640","Ja, is goed.","Yeah, all right.",surprise
"00:26:21,680","00:26:23,040",Met de grond is...,The ground is...,neutral
"00:26:23,080","00:26:25,560",Kan je dat dus die witte vak kloppen?,So you're saying that's what you're thinking? You're saying that's what you're thinking about? You're saying that's what you're thinking about?,neutral
"00:26:25,600","00:26:26,600",Tuurlijk.,Sure.,surprise
"00:26:26,640","00:26:28,080","Maar snel, want het droogt op.","But hurry, because it's drying up.",surprise
"00:26:28,120","00:26:29,120",Ja.,Yeah.,neutral
"00:26:29,160","00:26:30,640",Ik heb een heel flasje.,I've got a whole flash.,neutral
"00:26:30,680","00:26:31,800",Dit is een man moete.,This is a man's job.,fear
"00:26:31,840","00:26:32,840",Die is niet zo snel.,It's not that fast.,neutral
"00:26:32,880","00:26:35,640","Nee, maar het is net zoals met die vrijet trappen.","No, but it's just like those freeze kicks.",happiness
"00:26:35,680","00:26:38,480","Als dat gelang duurt, dan moet de schijstsketten.","Well, if that's gonna take, then I'm gonna need the scarf chops.",neutral
"00:26:38,520","00:26:39,520","O, wacht even.","Oh, hold on.",disgust
"00:26:39,560","00:26:41,360","Ja, ik moet dat er zo'n stand.","Yeah, I need that set.",happiness
"00:26:41,360","00:26:44,040",Dan de dus zit dan deze kant.,Then the so is this side.,neutral
"00:26:45,360","00:26:46,360",Kom maar.,Come on.,neutral
"00:26:46,400","00:26:47,400",Ja.,Yeah.,neutral
"00:26:47,440","00:26:49,200",Heb ik nog ruimte op de geval?,Do I have any room on the case?,neutral
"00:26:49,240","00:26:51,000","Ja, ik hou me nog haten.","Yeah, I still hate it.",fear
"00:26:51,040","00:26:52,720",Kom maar. Kom maar.,Come on.,neutral
"00:26:52,760","00:26:54,520",Wat verder.,A little further.,neutral
"00:26:54,560","00:26:55,960",Dan voordeep.,"Okay, then dope.",neutral
"00:26:56,000","00:26:57,720",Zadex eruit erin.,Zadex out.,neutral
"00:26:57,760","00:26:59,240",Zo staat hij goed.,That's a good look.,surprise
"00:26:59,280","00:27:00,720","Waar moet ik achteruit, Tony?","Where am I going back, Tony?",fear
"00:27:00,760","00:27:02,560","Ja, dat zit altijd de duur.","Yeah, it's always expensive.",neutral
"00:27:02,600","00:27:03,960",Die kant zit altijd.,That side always sits.,neutral
"00:27:04,000","00:27:06,640","Ja, maar dat is toch niet belangrijk voor het test.","Yeah, but that's not important to the test anyway.",fear
"00:27:06,680","00:27:08,000",We hebben het daarom.,That's why we're here.,neutral
"00:27:08,040","00:27:08,960",De lampheter.,The lamp hotter.,neutral
"00:27:08,960","00:27:12,280",Zou je ongeveer kunnen uitmeten?,Could you measure something like that?,neutral
"00:27:12,320","00:27:13,280",Je doet goed hoor.,You're doing good.,surprise
"00:27:13,320","00:27:15,800",Hoeveel ze nu uitstekent?,How much she stands out now?,neutral
"00:27:15,840","00:27:16,520",Ja.,Yeah.,neutral
"00:27:16,560","00:27:17,720",Gaan we doen?,Are we gonna do it?,neutral
"00:27:19,760","00:27:22,080",Hij loopt tot hier.,He's walking this far.,neutral
"00:27:22,120","00:27:24,760",Dus dat is 2 meter de dertel.,So that's two meters down.,neutral
"00:27:24,800","00:27:25,800",Oké.,Okay.,surprise
"00:27:25,840","00:27:30,040",Nu kan iedereen duidelijk zien hoeveel dat hij kepen overstakt.,Now everyone can clearly see how much he's skipping.,disgust
"00:27:30,080","00:27:31,760",Er was 2 meter dertig.,"There was 6'2"".",neutral
"00:27:31,800","00:27:33,800","Ja, iedereen kon dan zien.","Yeah, everybody could see.",neutral
"00:27:34,840","00:27:36,440","Ja, dat vind ik feit.","Yeah, that's a fact.",neutral
"00:27:37,120","00:27:40,200",Ik heb hier al nog gezien en gehoord.,I've seen and heard here before.,neutral
"00:27:40,240","00:27:41,560",We gaan naar de hoorzitting.,We're going to the hearing.,neutral
"00:27:41,600","00:27:44,560",En dan komt er vandaag nog een oplossing.,And then there's gonna be a solution today.,surprise
"00:27:44,600","00:27:47,520","Ze zeggen wel eens dat als er meer vrouwen aan de macht zouden zijn,","They sometimes say that if there were more women in power,",neutral
"00:27:47,560","00:27:50,080",dat er al minder spraken zou zijn van oorlog.,that there would be fewer spokes of war.,fear
"00:27:50,120","00:27:53,360","Nou, vandaag begint er toch heel sterk aan te twijfelen.","Well, today is starting to doubt it very much.",disgust
"00:27:53,400","00:27:56,160","Want o, o, wat ging het er vannijnen gaan toe?","'Cause oh, oh, what was it going to do with the vannins?",neutral
"00:27:56,200","00:27:58,760",Het is overduidelijk dat deze twee buurvrouwen,It is clear that these two neighbors,disgust
"00:27:58,800","00:28:01,080",elkaar niet meer kunnen luchten of zien.,Can't air or see each other anymore.,fear
"00:28:01,120","00:28:03,840",En daarom ben ik heel blij dat het meeste vis het de plaats is geweest.,And that's why I'm very happy that most of the fish it's been the place.,surprise
"00:28:03,880","00:28:06,120",Die heeft de paakheerssituatie heel goed bekeken.,He's taken a very good look at the paachheer situation.,neutral
"00:28:06,120","00:28:08,240",Samen met onze landmeten.,Along with our surveyions.,neutral
"00:28:08,280","00:28:10,640",Ik heb de mam ook nog even op ze plek gezet.,"I put the mom on the spot, too.",neutral
"00:28:10,680","00:28:13,600",Ik ben heel benieuwd wat meeste vis het er allemaal van vindt.,I'm very curious what most fish think of it.,neutral
"00:28:13,640","00:28:16,240","Dat gaan we nu horen, want het is tijd voor de oorzitting.","That's what we're gonna hear now, because it's time for the hearing.",neutral
"00:28:16,280","00:28:19,240",Die vindt hier plaats in het gezellige partycentrum.,It's here at the cozy party center.,neutral
"00:28:19,280","00:28:21,840","Als oog had tegen meitekeeg had in de oorzitting,","If you had an eye against meitekeeg in the ear hearing,",neutral
"00:28:21,880","00:28:24,400",draai ik me op en kijk daar op de rikant.,I turn up and look on the ride.,neutral
"00:28:24,440","00:28:28,080","Ik denk mensen, ik weet wel, ik heb het er al op het achtergekreis.","I think people, I know, I've already put it on the back.",fear
"00:28:28,120","00:28:32,240",Mijn verwachting van de buurvrouw is dat ze alles weer aan mijn kaar gaat liggen.,My neighbor's expecting her to get back on my feet.,surprise
"00:28:32,280","00:28:35,680",En ik hoop dat meeste Frank Vissen daar doorheen prikt.,And I hope that's what most Frank Fish is poking through.,neutral
"00:28:35,680","00:28:38,840",Welkom. We zijn hier in Slietrecht.,We're here in Slietrecht.,neutral
"00:28:38,880","00:28:44,040",En aan de orde is de zaak tussen Tony en Oga.,And this is the case between Tony and Oga.,neutral
"00:28:44,080","00:28:47,440","Ja, waar gaat het om?","Yeah, what's the point?",neutral
"00:28:47,480","00:28:49,680",Een umevrouw.,A um-- a um-- a um-- a um-- a um-- a um-- a um-- a um-- a um-- a um-- a um-- a um-- a um-- a um-- a um-- a um-- a um-- a um-- a um-- a um-- a um-- a um-- a um-- a um--,happiness
"00:28:49,720","00:28:52,480","Tony, u zegt de muur.","Tony, you say the wall.",neutral
"00:28:52,520","00:28:54,480",Pak je er niet goed? Nee.,Aren't you gonna get it right?,fear
"00:28:54,520","00:28:58,480","Daar komt het op neer? Ja, zet ik er bij te pakkenen.",That's what it comes down to?,neutral
"00:28:58,520","00:29:02,080",Het staat duidelijk om schrijven in de kopen of leven gezakt.,It's clearly about writing in the buying or life failing.,disgust
"00:29:02,120","00:29:04,760",Dat je aan de reglementen niet thouden.,That you don't abide by the regulations.,happiness
"00:29:04,760","00:29:06,760",En dat staat duidelijk.,And that's obvious.,disgust
"00:29:06,800","00:29:08,040",Pak je er vaak.,You grab a lot of them.,neutral
"00:29:08,080","00:29:10,560",Een garage in de terras.,A garage in the terrace.,neutral
"00:29:10,600","00:29:12,600","Ja, je hebt alle twee hetzelfde.","Yeah, you're both the same.",neutral
"00:29:12,640","00:29:13,840",Ja.,Yeah.,neutral
"00:29:13,880","00:29:16,240",Allertijd bent u eigenaar van de aparte mensrecht.,All the time you own the separate right.,neutral
"00:29:16,280","00:29:17,600",Nu komt het wat is dat dan?,Now it's what?,neutral
"00:29:17,640","00:29:21,440",Recht geven ze op het uitsluitend gebruik van de woning op de eerste en tweede verdieping.,The right gives them the exclusive use of the house on the first and second floors.,neutral
"00:29:21,480","00:29:22,480",Met de ras.,With the race.,neutral
"00:29:22,520","00:29:24,480","Nou, daar is geen ruzie over.","Well, there's no argument about that.",happiness
"00:29:24,520","00:29:28,280",Garage en pakkeerplaats op de bagane grond.,Garage and packing place on the Bagan soil.,neutral
"00:29:28,320","00:29:30,720",Dus de pakkeerplaats is...,So the packing place is...,neutral
"00:29:30,760","00:29:33,840","Ja, ik zou me zeggen, voor u alleen.","Yes, I'd say, for you alone.",neutral
"00:29:33,840","00:29:34,840",Dat klopt.,That's right.,surprise
"00:29:34,880","00:29:36,080",Dat staat er niet af.,That's not off.,fear
"00:29:36,120","00:29:37,320",Dat heeft u gekopt.,That's what you've done.,fear
"00:29:37,360","00:29:40,560","Maar de camper die u er op zet, die past in iën.","But the camper that you put on, it fits in.",neutral
"00:29:40,600","00:29:41,760",Hij is net iets te lang.,He's a little too tall.,neutral
"00:29:41,800","00:29:42,560","Nou, vet.","Well, cool.",neutral
"00:29:42,600","00:29:43,960",Twee meter 30.,"6'2"".",neutral
"00:29:44,000","00:29:45,000",Klopt.,That's right.,neutral
"00:29:45,040","00:29:47,760",Een Italiaan krijgt er nog twee auto's tussen.,An Italian gets two more cars.,neutral
"00:29:47,800","00:29:49,920","Waar schijlijk wel. Ja, het zeker.","Yeah, it sure is.",neutral
"00:29:49,960","00:29:52,320",En daar heeft u een probleem mee.,And you have a problem with that.,neutral
"00:29:52,360","00:29:55,000","Ja, omdat ze hulpte verder oversteek.","Yeah, 'cause she helped her cross over.",neutral
"00:29:55,040","00:29:59,680",Zij hebben zich aan de reglementen houden en niet verdbaar die je pakkeervak.,"They've kept to the regulations, and they haven't stumbled onto the ones you're packing.",happiness
"00:29:59,720","00:30:01,480",Hoe vaak staat die camper daar?,How many times is that RV over there?,neutral
"00:30:01,480","00:30:03,680",Twee drie dagen voordat we weg gaan.,"Two, three days before we leave.",neutral
"00:30:03,720","00:30:07,920",En zo draaven terugkomen maken we hem schoon en gaat die gelijk weer terug naar de stalling.,"And as soon as we come back, we'll clean him up and he'll go right back to the stables.",neutral
"00:30:07,960","00:30:12,600",En in het huishouwelijke reglement van de VVE staat duidelijk omschreven...,"And in the VVE's housekeeping regulations, it's clearly defined...",neutral
"00:30:12,640","00:30:16,400","dat camper, caravans en andere aanhangwagens...","That camper, caravans and other trailer...",neutral
"00:30:16,440","00:30:19,800",mogen tien dagen op de eigen pekeerplaats staan.,10 days may be on their own pedestal.,neutral
"00:30:19,840","00:30:23,400","Ja, ik heb hier een huishouwelijke reglement.","Yeah, I've got a house-to-house rule book here.",neutral
"00:30:23,440","00:30:24,920",Dat is aan de keer geweestigd.,That's been done before.,neutral
"00:30:24,960","00:30:25,960",Dat klopt.,That's right.,surprise
"00:30:26,000","00:30:27,440",Toen u in bestuur zat.,When you were on the board.,neutral
"00:30:27,480","00:30:28,240",Dat klopt.,That's right.,surprise
"00:30:28,280","00:30:30,560",Hij heeft misschien niks mee te maken.,He may not have anything to do with it.,neutral
"00:30:30,560","00:30:34,480",Het is wel zo gewijzigd in een beetje uniformoordeel.,It's just that it's changed into a little uniform judgment.,disgust
"00:30:34,520","00:30:36,480",Het is gewijzigd in ons voordeel.,It's changed to our advantage.,surprise
"00:30:36,520","00:30:37,320",Dat klopt.,That's right.,surprise
"00:30:37,360","00:30:38,520",Dat ben ik met u eens.,I agree with you.,neutral
"00:30:38,560","00:30:42,280",Maar het kan alleen wijzigen met meerderheid van stemmen.,But it can only change by majority vote.,neutral
"00:30:42,320","00:30:45,640",Maar voor het duizel was niet ter vergaadering aan wijzig.,"But before the duzzle, it wasn't about getting agitated.",fear
"00:30:45,680","00:30:47,440",Dus heeft geen stem uitgebracht.,So it didn't vote.,neutral
"00:30:47,480","00:30:48,440",Dat klopt allemaal?,That's all true?,disgust
"00:30:48,480","00:30:49,000",Ja.,Yeah.,neutral
"00:30:49,040","00:30:52,000","Oké, dan kijk ik nu eventjes naar dat huishouwelijke reglement.","Okay, so I'm just gonna take a look at these house-to-house rules.",neutral
"00:30:52,040","00:30:53,440",Zoals het gewijzigd is.,The way it's changed.,neutral
"00:30:53,480","00:30:54,440","Nou, daar staan...","Well, standing there...",neutral
"00:30:54,480","00:30:56,240","Nou, het belangrijkste is...","Well, the important thing is...",neutral
"00:30:56,440","00:30:58,960",Het is verboden om motorvoertuig te pekenen op het terrein.,It's against the law to peek motor vehicles on the grounds.,neutral
"00:30:59,000","00:31:02,160",Anders dan in de daarvoor bestemde de pekervacke.,Other than in the Pekervacke intended for this purpose.,neutral
"00:31:04,240","00:31:07,560",Maar welk kort stond er elders in die alle pekervacke bezet zijn?,But what short did it say elsewhere that all the peekervacke are occupied?,neutral
"00:31:07,600","00:31:08,600",Dat klopt.,That's right.,surprise
"00:31:08,640","00:31:09,640",Ja.,Yeah.,neutral
"00:31:09,680","00:31:11,400",Dat gaat over de dubbelpakeer.,That's about the double-packing.,neutral
"00:31:11,440","00:31:16,320","Wanneer mensen veel bezoeken hebben, staan alle pekerplaatsen ver aankvol.","When people have many visitors, all the pecking places are packed.",neutral
"00:31:16,360","00:31:18,320",En dan wordt het dubbel gepakeerd.,And then it's double-packed.,neutral
"00:31:18,360","00:31:20,320",Maar dat is niet alleen door ons.,But it's not just us.,disgust
"00:31:20,360","00:31:22,320",Het is ook de andere bewonders.,"It's the other admirers, too.",surprise
"00:31:22,360","00:31:24,920",Alleen wij krijgen de klachten.,We're the only ones who get the complaints.,neutral
"00:31:24,920","00:31:27,280",En dan ga ik daar nog wat op zeggen.,And then I'm gonna say something about that.,neutral
"00:31:27,320","00:31:30,960","Als ik het terrein omkom, en ze loopt buiten,","If I kill the property, and she walks out,",neutral
"00:31:31,000","00:31:33,600",dus schiet ze altijd bij een ichte gang.,So she always shoots in an ichthy hallway.,neutral
"00:31:33,640","00:31:35,600",En er gaat ze juist een dag ergens.,And she's just going for a day.,neutral
"00:31:35,640","00:31:37,720",Gaat ik over het middelvingen opsteken?,Am I gonna light up about the middle fingers?,neutral
"00:31:37,760","00:31:40,360","Ja, dat heb ik vertellen dat je dat gedaan hebt.","Yeah, I told him you did.",neutral
"00:31:40,400","00:31:41,400",Dat heb ik hier.,I got that right here.,neutral
"00:31:41,440","00:31:42,960",Dan ik twee keer.,Then I'll do it twice.,neutral
"00:31:43,000","00:31:43,800","Nee, goed.","No, okay.",neutral
"00:31:43,840","00:31:45,080",Hoe gaat het verder?,How's it going?,neutral
"00:31:45,120","00:31:49,080","Nou, de moeie slijse rik wil me eigenlijk gewoon vrij zijn...","Well, the tired snuff rick actually just wants to be free...",neutral
"00:31:49,120","00:31:51,360",van mijn pad bezgerijen.,swarming off my path.,fear
"00:31:51,400","00:31:54,320",En verder eigenlijk benien een titsbak hebben.,"And besides that, they actually have a tits bin.",neutral
"00:31:54,320","00:31:56,160","Vrouw, u wil me niet met iestemaken.","Woman, you don't want to mess with me.",happiness
"00:31:56,200","00:31:57,480",Maar je doet niet anders dan.,But you don't do anything different.,happiness
"00:31:57,520","00:31:58,320",Zeg het.,Say it.,neutral
"00:31:58,360","00:31:59,320",De andere doen het niet goed.,The others aren't doing well.,fear
"00:31:59,360","00:32:01,480","De regels, je moet het regels.","The rules, you have to make the rules.",happiness
"00:32:01,520","00:32:02,960","Ja, er is toch zo.","Yeah, there is.",neutral
"00:32:03,000","00:32:06,120",Wij liest door de VVE processaar gedaan.,We're a liar done by the VVE processer.,neutral
"00:32:06,160","00:32:07,160",Weet je wel.,You know.,neutral
"00:32:07,200","00:32:08,200",Nou.,Well.,neutral
"00:32:08,240","00:32:13,680",Wij gingen op maar de plaats overtollig spullen veranderen.,We went to but the place changed excess stuff.,neutral
"00:32:13,720","00:32:17,120","Nou, de mochten wij niet doen want we gaan voor overlasten.","Well, we weren't supposed to do 'cause we're gonna go with overtime.",happiness
"00:32:17,160","00:32:21,240","Dus als zij richtzaken worden, niet gewonnen heb ik heb het bij me.","So if they're gonna be target cases, I've got it on me.",neutral
"00:32:21,280","00:32:23,080","Ja, ik wil maar geloof maar wat heeft er met deze zaak?","Yeah, I'd like to believe it, but what's wrong with this case?",neutral
"00:32:23,080","00:32:26,840","Nou, de rechten werd uitgewezen, wij gaan overkieven overlasten.","Well, the rights were expelled, we're gonna be overloading overtime.",neutral
"00:32:26,880","00:32:31,160",Maar zij geven overlast met die camper om de boek te pakkenen.,But they're bothering with that RV to get the book.,happiness
"00:32:31,200","00:32:33,240",En daar doe ik de VVE niet zo.,And I don't do the C.V.V. there.,happiness
"00:32:33,280","00:32:36,000",Gaat het nu over het pakkenen of over de hele VVE?,Are we talking about picking up or all over the C.V.A.?,neutral
"00:32:36,040","00:32:37,040","Ja, ook.","Yeah, yeah, yeah, yeah, yeah.",neutral
"00:32:37,080","00:32:40,920",En ik heb niks met die hele zennis van u te maken.,And I have nothing to do with that whole zennis of yours.,happiness
"00:32:40,960","00:32:42,200",Dat is ver voor mijn tijd.,That's a long way before my time.,neutral
"00:32:42,240","00:32:44,480",Ik ben daar in 2014 komen wonen.,I moved there in 2014.,neutral
"00:32:44,520","00:32:47,680",Wij hebben u met open armen ontvangen in de eerste instantie.,We have received you with open arms in the first instance.,surprise
"00:32:47,720","00:32:50,800",Want wij wilden niet weten wat de buurren allemaal over u te vertellen had.,Because we didn't want to know what all the neighbors had to say about you.,fear
"00:32:50,840","00:32:52,800",Maar u bent zelf door de manngevallen.,But you've fallen through the man yourself.,disgust
"00:32:52,800","00:32:55,640","En dan heeft het over het reglement, het huishouwelijksreglement,","And then there's the rule book, the house rule book,",neutral
"00:32:55,680","00:32:58,320",wat wij allemaal zo strik na moeten leven.,What we all have to live by.,fear
"00:32:58,360","00:33:02,520",Iedere 14 dagen moeten de groenbacke buiten gezet worden van de algemeen tuin.,Every 14 days the greenbacke has to be taken out of the general garden.,neutral
"00:33:02,560","00:33:05,320","En waar is mijn vrouw Duizen? Nee, ik gebruik die tuin niet.","No, I'm not using that garden.",neutral
"00:33:05,360","00:33:07,240",Maar je reite wel met je auto door.,But your ride through your car.,neutral
"00:33:07,280","00:33:09,680",En nooit die bakke buiten zetten of wel.,"And never take that cake out, do you?",happiness
"00:33:09,720","00:33:11,480",Wat daar beter broert voor?,What better brother?,neutral
"00:33:11,520","00:33:12,720","Nou, misschien kan ze het niet.","Well, maybe she can't.",fear
"00:33:12,760","00:33:15,360","Kom op, ze kan toch ook lopen.","Come on, she can walk.",surprise
"00:33:15,400","00:33:16,960",Maar met lieven mensen over je...,But with people living over you...,surprise
